date,sku_id,on_hand_units,on_order_units
2023-01-07,S005_P0014,187,127
2023-01-07,S005_P0015,482,187
2023-01-07,S005_P0016,445,128
2023-01-07,S005_P0017,322,70
2023-01-07,S005_P0018,144,107
2023-01-07,S005_P0019,185,181
2023-01-07,S005_P0020,428,36
2023-01-08,S001_P0001,146,43
2023-01-08,S001_P0002,196,135
2023-01-08,S001_P0003,341,195
2023-01-08,S001_P0004,490,33
2023-01-08,S001_P0005,317,131
2023-01-08,S001_P0006,98,167
2023-01-08,S001_P0007,362,178
2023-01-08,S001_P0008,422,70
2023-01-08,S001_P0009,172,84
2023-01-08,S001_P0010,224,62
2023-01-08,S001_P0011,156,38
2023-01-08,S001_P0012,282,23
2023-01-08,S001_P0013,135,125
2023-01-08,S001_P0014,215,110
2023-01-08,S001_P0015,189,90
2023-01-08,S001_P0016,183,75
2023-01-08,S001_P0017,245,50
2023-01-08,S001_P0018,280,116
2023-01-08,S001_P0019,172,152
2023-01-08,S001_P0020,289,24
2023-01-08,S002_P0001,284,139
2023-01-08,S002_P0002,152,152
2023-01-08,S002_P0003,400,110
2023-01-08,S002_P0004,190,101
2023-01-08,S002_P0005,487,163
2023-01-08,S002_P0006,139,62
2023-01-08,S002_P0007,336,22
2023-01-08,S002_P0008,197,85
2023-01-08,S002_P0009,201,171
2023-01-08,S002_P0010,395,119
2023-01-08,S002_P0011,70,91
2023-01-08,S002_P0012,127,28
2023-01-08,S002_P0013,97,162
2023-01-08,S002_P0014,319,66
2023-01-08,S002_P0015,196,117
2023-01-08,S002_P0016,499,186
2023-01-08,S002_P0017,370,84
2023-01-08,S002_P0018,186,104
2023-01-08,S002_P0019,228,103
2023-01-08,S002_P0020,198,64
2023-01-08,S003_P0001,404,122
2023-01-08,S003_P0002,186,115
2023-01-08,S003_P0003,215,151
2023-01-08,S003_P0004,254,141
2023-01-08,S003_P0005,178,40
2023-01-08,S003_P0006,283,186
2023-01-08,S003_P0007,179,126
2023-01-08,S003_P0008,468,192
2023-01-08,S003_P0009,116,156
2023-01-08,S003_P0010,179,140
2023-01-08,S003_P0011,427,167
2023-01-08,S003_P0012,316,59
2023-01-08,S003_P0013,433,185
2023-01-08,S003_P0014,129,67
2023-01-08,S003_P0015,250,125
2023-01-08,S003_P0016,319,105
2023-01-08,S003_P0017,215,38
2023-01-08,S003_P0018,126,89
2023-01-08,S003_P0019,72,59
2023-01-08,S003_P0020,397,147
2023-01-08,S004_P0001,275,151
2023-01-08,S004_P0002,496,146
2023-01-08,S004_P0003,231,82
2023-01-08,S004_P0004,469,146
2023-01-08,S004_P0005,410,150
2023-01-08,S004_P0006,57,147
2023-01-08,S004_P0007,442,109
2023-01-08,S004_P0008,143,92
2023-01-08,S004_P0009,465,32
2023-01-08,S004_P0010,306,182
2023-01-08,S004_P0011,274,160
2023-01-08,S004_P0012,322,140
2023-01-08,S004_P0013,88,133
2023-01-08,S004_P0014,82,53
2023-01-08,S004_P0015,282,131
2023-01-08,S004_P0016,172,183
2023-01-08,S004_P0017,165,116
2023-01-08,S004_P0018,224,72
2023-01-08,S004_P0019,495,61
2023-01-08,S004_P0020,53,51
2023-01-08,S005_P0001,299,105
2023-01-08,S005_P0002,335,165
2023-01-08,S005_P0003,335,84
2023-01-08,S005_P0004,336,188
2023-01-08,S005_P0005,152,105
2023-01-08,S005_P0006,99,106
2023-01-08,S005_P0007,482,185
2023-01-08,S005_P0008,246,119
2023-01-08,S005_P0009,85,69
2023-01-08,S005_P0010,64,156
2023-01-08,S005_P0011,266,140
2023-01-08,S005_P0012,200,81
2023-01-08,S005_P0013,187,121
2023-01-08,S005_P0014,486,37
2023-01-08,S005_P0015,244,31
2023-01-08,S005_P0016,112,63
2023-01-08,S005_P0017,480,105
2023-01-08,S005_P0018,448,56
2023-01-08,S005_P0019,220,31
2023-01-08,S005_P0020,400,39
2023-01-09,S001_P0001,66,163
2023-01-09,S001_P0002,94,67
2023-01-09,S001_P0003,59,101
2023-01-09,S001_P0004,154,138
2023-01-09,S001_P0005,197,42
2023-01-09,S001_P0006,404,72
2023-01-09,S001_P0007,111,170
2023-01-09,S001_P0008,397,183
2023-01-09,S001_P0009,112,59
2023-01-09,S001_P0010,368,132
2023-01-09,S001_P0011,368,127
2023-01-09,S001_P0012,162,30
2023-01-09,S001_P0013,447,123
2023-01-09,S001_P0014,455,192
2023-01-09,S001_P0015,200,110
2023-01-09,S001_P0016,74,151
2023-01-09,S001_P0017,344,62
2023-01-09,S001_P0018,204,145
2023-01-09,S001_P0019,186,178
2023-01-09,S001_P0020,292,32
2023-01-09,S002_P0001,149,103
2023-01-09,S002_P0002,309,95
2023-01-09,S002_P0003,479,40
2023-01-09,S002_P0004,337,34
2023-01-09,S002_P0005,158,54
2023-01-09,S002_P0006,93,91
2023-01-09,S002_P0007,266,38
2023-01-09,S002_P0008,112,155
2023-01-09,S002_P0009,200,108
2023-01-09,S002_P0010,274,134
2023-01-09,S002_P0011,405,118
2023-01-09,S002_P0012,265,161
2023-01-09,S002_P0013,249,43
2023-01-09,S002_P0014,156,140
2023-01-09,S002_P0015,110,189
2023-01-09,S002_P0016,213,24
2023-01-09,S002_P0017,402,158
2023-01-09,S002_P0018,429,29
2023-01-09,S002_P0019,225,92
2023-01-09,S002_P0020,340,110
2023-01-09,S003_P0001,117,174
2023-01-09,S003_P0002,127,103
2023-01-09,S003_P0003,160,146
2023-01-09,S003_P0004,309,140
2023-01-09,S003_P0005,93,94
2023-01-09,S003_P0006,154,137
2023-01-09,S003_P0007,367,67
2023-01-09,S003_P0008,221,63
2023-01-09,S003_P0009,339,67
2023-01-09,S003_P0010,314,131
2023-01-09,S003_P0011,179,115
2023-01-09,S003_P0012,492,200
2023-01-09,S003_P0013,239,180
2023-01-09,S003_P0014,483,157
2023-01-09,S003_P0015,457,188
2023-01-09,S003_P0016,196,117
2023-01-09,S003_P0017,462,75
2023-01-09,S003_P0018,63,135
2023-01-09,S003_P0019,334,112
2023-01-09,S003_P0020,192,53
2023-01-09,S004_P0001,355,20
2023-01-09,S004_P0002,410,52
2023-01-09,S004_P0003,350,143
2023-01-09,S004_P0004,310,82
2023-01-09,S004_P0005,150,30
2023-01-09,S004_P0006,484,149
2023-01-09,S004_P0007,423,145
2023-01-09,S004_P0008,183,92
2023-01-09,S004_P0009,355,138
2023-01-09,S004_P0010,107,154
2023-01-09,S004_P0011,431,102
2023-01-09,S004_P0012,122,29
2023-01-09,S004_P0013,186,163
2023-01-09,S004_P0014,420,37
2023-01-09,S004_P0015,287,67
2023-01-09,S004_P0016,316,114
2023-01-09,S004_P0017,187,162
2023-01-09,S004_P0018,211,130
2023-01-09,S004_P0019,105,122
2023-01-09,S004_P0020,271,53
2023-01-09,S005_P0001,290,140
2023-01-09,S005_P0002,88,21
2023-01-09,S005_P0003,273,161
2023-01-09,S005_P0004,307,196
2023-01-09,S005_P0005,334,181
2023-01-09,S005_P0006,145,142
2023-01-09,S005_P0007,116,178
2023-01-09,S005_P0008,155,85
2023-01-09,S005_P0009,175,82
2023-01-09,S005_P0010,317,79
2023-01-09,S005_P0011,171,132
2023-01-09,S005_P0012,173,157
2023-01-09,S005_P0013,139,200
2023-01-09,S005_P0014,372,109
2023-01-09,S005_P0015,433,162
2023-01-09,S005_P0016,62,141
2023-01-09,S005_P0017,162,141
2023-01-09,S005_P0018,483,20
2023-01-09,S005_P0019,241,116
2023-01-09,S005_P0020,230,72
2023-01-10,S001_P0001,120,43
2023-01-10,S001_P0002,383,182
2023-01-10,S001_P0003,429,169
2023-01-10,S001_P0004,58,85
2023-01-10,S001_P0005,168,44
2023-01-10,S001_P0006,332,182
2023-01-10,S001_P0007,294,38
2023-01-10,S001_P0008,409,55
2023-01-10,S001_P0009,208,71
2023-01-10,S001_P0010,184,195
2023-01-10,S001_P0011,311,114
2023-01-10,S001_P0012,107,44
2023-01-10,S001_P0013,454,175
2023-01-10,S001_P0014,265,25
2023-01-10,S001_P0015,394,81
2023-01-10,S001_P0016,483,169
2023-01-10,S001_P0017,333,175
2023-01-10,S001_P0018,332,26
2023-01-10,S001_P0019,295,163
2023-01-10,S001_P0020,489,84
2023-01-10,S002_P0001,153,48
2023-01-10,S002_P0002,68,35
2023-01-10,S002_P0003,69,136
2023-01-10,S002_P0004,137,41
2023-01-10,S002_P0005,178,117
2023-01-10,S002_P0006,114,68
2023-01-10,S002_P0007,417,200
2023-01-10,S002_P0008,296,190
2023-01-10,S002_P0009,92,55
2023-01-10,S002_P0010,96,136
2023-01-10,S002_P0011,374,112
2023-01-10,S002_P0012,231,170
2023-01-10,S002_P0013,335,63
2023-01-10,S002_P0014,132,75
2023-01-10,S002_P0015,298,177
2023-01-10,S002_P0016,411,78
2023-01-10,S002_P0017,181,185
2023-01-10,S002_P0018,291,82
2023-01-10,S002_P0019,500,140
2023-01-10,S002_P0020,411,84
2023-01-10,S003_P0001,331,99
2023-01-10,S003_P0002,107,21
2023-01-10,S003_P0003,228,161
2023-01-10,S003_P0004,324,98
2023-01-10,S003_P0005,342,98
2023-01-10,S003_P0006,260,94
2023-01-10,S003_P0007,269,83
2023-01-10,S003_P0008,255,127
2023-01-10,S003_P0009,72,184
2023-01-10,S003_P0010,54,146
2023-01-10,S003_P0011,372,47
2023-01-10,S003_P0012,92,153
2023-01-10,S003_P0013,118,152
2023-01-10,S003_P0014,275,58
2023-01-10,S003_P0015,67,116
2023-01-10,S003_P0016,332,23
2023-01-10,S003_P0017,56,191
2023-01-10,S003_P0018,216,197
2023-01-10,S003_P0019,486,49
2023-01-10,S003_P0020,162,196
2023-01-10,S004_P0001,453,195
2023-01-10,S004_P0002,305,121
2023-01-10,S004_P0003,324,51
2023-01-10,S004_P0004,451,112
2023-01-10,S004_P0005,283,113
2023-01-10,S004_P0006,215,96
2023-01-10,S004_P0007,418,45
2023-01-10,S004_P0008,125,164
2023-01-10,S004_P0009,169,95
2023-01-10,S004_P0010,440,56
2023-01-10,S004_P0011,166,29
2023-01-10,S004_P0012,237,67
2023-01-10,S004_P0013,71,143
2023-01-10,S004_P0014,428,48
2023-01-10,S004_P0015,428,127
2023-01-10,S004_P0016,106,64
2023-01-10,S004_P0017,381,184
2023-01-10,S004_P0018,67,188
2023-01-10,S004_P0019,75,114
2023-01-10,S004_P0020,236,153
2023-01-10,S005_P0001,401,138
2023-01-10,S005_P0002,140,25
2023-01-10,S005_P0003,335,194
2023-01-10,S005_P0004,51,188
2023-01-10,S005_P0005,366,115
2023-01-10,S005_P0006,168,160
2023-01-10,S005_P0007,328,82
2023-01-10,S005_P0008,170,56
2023-01-10,S005_P0009,171,184
2023-01-10,S005_P0010,270,87
2023-01-10,S005_P0011,419,108
2023-01-10,S005_P0012,371,86
2023-01-10,S005_P0013,497,163
2023-01-10,S005_P0014,120,27
2023-01-10,S005_P0015,129,63
2023-01-10,S005_P0016,247,129
2023-01-10,S005_P0017,292,88
2023-01-10,S005_P0018,287,128
2023-01-10,S005_P0019,363,71
2023-01-10,S005_P0020,81,61
2023-01-11,S001_P0001,333,20
2023-01-11,S001_P0002,432,167
2023-01-11,S001_P0003,305,39
2023-01-11,S001_P0004,74,113
2023-01-11,S001_P0005,458,27
2023-01-11,S001_P0006,454,191
2023-01-11,S001_P0007,208,174
2023-01-11,S001_P0008,219,139
2023-01-11,S001_P0009,367,182
2023-01-11,S001_P0010,435,72
2023-01-11,S001_P0011,77,145
2023-01-11,S001_P0012,242,147
2023-01-11,S001_P0013,137,136
2023-01-11,S001_P0014,203,142
2023-01-11,S001_P0015,199,147
2023-01-11,S001_P0016,280,182
2023-01-11,S001_P0017,415,83
2023-01-11,S001_P0018,292,160
2023-01-11,S001_P0019,85,192
2023-01-11,S001_P0020,276,124
2023-01-11,S002_P0001,241,76
2023-01-11,S002_P0002,247,117
2023-01-11,S002_P0003,179,36
2023-01-11,S002_P0004,134,72
2023-01-11,S002_P0005,464,68
2023-01-11,S002_P0006,435,35
2023-01-11,S002_P0007,96,182
2023-01-11,S002_P0008,247,172
2023-01-11,S002_P0009,90,172
2023-01-11,S002_P0010,257,189
2023-01-11,S002_P0011,134,90
2023-01-11,S002_P0012,66,71
2023-01-11,S002_P0013,120,22
2023-01-11,S002_P0014,452,25
2023-01-11,S002_P0015,56,139
2023-01-11,S002_P0016,351,178
2023-01-11,S002_P0017,298,92
2023-01-11,S002_P0018,134,77
2023-01-11,S002_P0019,283,199
2023-01-11,S002_P0020,142,71
2023-01-11,S003_P0001,85,72
2023-01-11,S003_P0002,423,149
2023-01-11,S003_P0003,269,189
2023-01-11,S003_P0004,150,194
2023-01-11,S003_P0005,499,163
2023-01-11,S003_P0006,239,52
2023-01-11,S003_P0007,223,54
2023-01-11,S003_P0008,362,87
2023-01-11,S003_P0009,342,92
2023-01-11,S003_P0010,231,47
2023-01-11,S003_P0011,362,153
2023-01-11,S003_P0012,275,46
2023-01-11,S003_P0013,364,115
2023-01-11,S003_P0014,192,32
2023-01-11,S003_P0015,254,153
2023-01-11,S003_P0016,246,41
2023-01-11,S003_P0017,192,67
2023-01-11,S003_P0018,304,88
2023-01-11,S003_P0019,98,22
2023-01-11,S003_P0020,372,118
2023-01-11,S004_P0001,174,52
2023-01-11,S004_P0002,245,68
2023-01-11,S004_P0003,109,169
2023-01-11,S004_P0004,187,103
2023-01-11,S004_P0005,205,107
2023-01-11,S004_P0006,391,172
2023-01-11,S004_P0007,189,120
2023-01-11,S004_P0008,443,165
2023-01-11,S004_P0009,126,132
2023-01-11,S004_P0010,406,47
2023-01-11,S004_P0011,108,142
2023-01-11,S004_P0012,255,75
2023-01-11,S004_P0013,54,193
2023-01-11,S004_P0014,179,169
2023-01-11,S004_P0015,119,171
2023-01-11,S004_P0016,183,152
2023-01-11,S004_P0017,406,54
2023-01-11,S004_P0018,270,94
2023-01-11,S004_P0019,334,101
2023-01-11,S004_P0020,460,55
2023-01-11,S005_P0001,367,126
2023-01-11,S005_P0002,197,169
2023-01-11,S005_P0003,443,128
2023-01-11,S005_P0004,105,30
2023-01-11,S005_P0005,241,96
2023-01-11,S005_P0006,205,161
2023-01-11,S005_P0007,110,163
2023-01-11,S005_P0008,162,38
2023-01-11,S005_P0009,88,123
2023-01-11,S005_P0010,323,161
2023-01-11,S005_P0011,58,55
2023-01-11,S005_P0012,204,63
2023-01-11,S005_P0013,156,47
2023-01-11,S005_P0014,222,95
2023-01-11,S005_P0015,141,62
2023-01-11,S005_P0016,237,156
2023-01-11,S005_P0017,113,29
2023-01-11,S005_P0018,381,26
2023-01-11,S005_P0019,139,61
2023-01-11,S005_P0020,60,181
2023-01-12,S001_P0001,86,116
2023-01-12,S001_P0002,432,90
2023-01-12,S001_P0003,139,125
2023-01-12,S001_P0004,345,172
2023-01-12,S001_P0005,194,144
2023-01-12,S001_P0006,330,85
2023-01-12,S001_P0007,466,95
2023-01-12,S001_P0008,58,57
2023-01-12,S001_P0009,265,174
2023-01-12,S001_P0010,427,198
2023-01-12,S001_P0011,395,28
2023-01-12,S001_P0012,222,140
2023-01-12,S001_P0013,138,178
2023-01-12,S001_P0014,465,113
2023-01-12,S001_P0015,382,197
2023-01-12,S001_P0016,82,109
2023-01-12,S001_P0017,456,136
2023-01-12,S001_P0018,131,172
2023-01-12,S001_P0019,419,77
2023-01-12,S001_P0020,324,104
2023-01-12,S002_P0001,416,65
2023-01-12,S002_P0002,406,83
2023-01-12,S002_P0003,415,87
2023-01-12,S002_P0004,282,23
2023-01-12,S002_P0005,395,155
2023-01-12,S002_P0006,57,101
2023-01-12,S002_P0007,309,101
2023-01-12,S002_P0008,478,111
2023-01-12,S002_P0009,409,148
2023-01-12,S002_P0010,178,140
2023-01-12,S002_P0011,366,79
2023-01-12,S002_P0012,344,89
2023-01-12,S002_P0013,127,104
2023-01-12,S002_P0014,247,188
2023-01-12,S002_P0015,419,127
2023-01-12,S002_P0016,298,175
2023-01-12,S002_P0017,145,115
2023-01-12,S002_P0018,126,187
2023-01-12,S002_P0019,193,86
2023-01-12,S002_P0020,427,100
2023-01-12,S003_P0001,272,97
2023-01-12,S003_P0002,364,135
2023-01-12,S003_P0003,483,80
2023-01-12,S003_P0004,390,57
2023-01-12,S003_P0005,346,176
2023-01-12,S003_P0006,474,160
2023-01-12,S003_P0007,63,107
2023-01-12,S003_P0008,103,30
2023-01-12,S003_P0009,477,192
2023-01-12,S003_P0010,240,106
2023-01-12,S003_P0011,245,99
2023-01-12,S003_P0012,179,171
2023-01-12,S003_P0013,406,188
2023-01-12,S003_P0014,452,115
2023-01-12,S003_P0015,459,118
2023-01-12,S003_P0016,127,114
2023-01-12,S003_P0017,318,65
2023-01-12,S003_P0018,417,164
2023-01-12,S003_P0019,371,177
2023-01-12,S003_P0020,419,101
2023-01-12,S004_P0001,480,158
2023-01-12,S004_P0002,140,166
2023-01-12,S004_P0003,485,98
2023-01-12,S004_P0004,499,120
2023-01-12,S004_P0005,314,76
2023-01-12,S004_P0006,162,174
2023-01-12,S004_P0007,180,146
2023-01-12,S004_P0008,361,92
2023-01-12,S004_P0009,221,102
2023-01-12,S004_P0010,221,139
2023-01-12,S004_P0011,311,152
2023-01-12,S004_P0012,436,161
2023-01-12,S004_P0013,174,198
2023-01-12,S004_P0014,354,55
2023-01-12,S004_P0015,313,151
2023-01-12,S004_P0016,246,148
2023-01-12,S004_P0017,394,122
2023-01-12,S004_P0018,68,121
2023-01-12,S004_P0019,123,54
2023-01-12,S004_P0020,106,85
2023-01-12,S005_P0001,52,86
2023-01-12,S005_P0002,73,106
2023-01-12,S005_P0003,310,180
2023-01-12,S005_P0004,195,182
2023-01-12,S005_P0005,373,80
2023-01-12,S005_P0006,65,43
2023-01-12,S005_P0007,439,86
2023-01-12,S005_P0008,55,187
2023-01-12,S005_P0009,66,144
2023-01-12,S005_P0010,163,35
2023-01-12,S005_P0011,139,113
2023-01-12,S005_P0012,290,55
2023-01-12,S005_P0013,198,128
2023-01-12,S005_P0014,119,92
2023-01-12,S005_P0015,80,33
2023-01-12,S005_P0016,114,150
2023-01-12,S005_P0017,135,100
2023-01-12,S005_P0018,447,173
2023-01-12,S005_P0019,295,170
2023-01-12,S005_P0020,343,78
2023-01-13,S001_P0001,98,123
2023-01-13,S001_P0002,174,127
2023-01-13,S001_P0003,413,26
2023-01-13,S001_P0004,486,173
2023-01-13,S001_P0005,467,70
2023-01-13,S001_P0006,491,114
2023-01-13,S001_P0007,496,161
2023-01-13,S001_P0008,227,70
2023-01-13,S001_P0009,217,86
2023-01-13,S001_P0010,389,116
2023-01-13,S001_P0011,252,170
2023-01-13,S001_P0012,416,36
2023-01-13,S001_P0013,92,111
2023-01-13,S001_P0014,498,190
2023-01-13,S001_P0015,143,102
2023-01-13,S001_P0016,294,57
2023-01-13,S001_P0017,410,138
2023-01-13,S001_P0018,276,95
2023-01-13,S001_P0019,192,81
2023-01-13,S001_P0020,189,89
2023-01-13,S002_P0001,86,123
2023-01-13,S002_P0002,490,103
2023-01-13,S002_P0003,291,59
2023-01-13,S002_P0004,292,168
2023-01-13,S002_P0005,266,51
2023-01-13,S002_P0006,140,146
2023-01-13,S002_P0007,190,106
2023-01-13,S002_P0008,52,27
2023-01-13,S002_P0009,70,130
2023-01-13,S002_P0010,426,158
2023-01-13,S002_P0011,98,51
2023-01-13,S002_P0012,79,189
2023-01-13,S002_P0013,138,136
2023-01-13,S002_P0014,117,53
2023-01-13,S002_P0015,69,192
2023-01-13,S002_P0016,105,144
2023-01-13,S002_P0017,142,108
2023-01-13,S002_P0018,174,43
2023-01-13,S002_P0019,64,39
2023-01-13,S002_P0020,253,168
2023-01-13,S003_P0001,101,122
2023-01-13,S003_P0002,88,21
2023-01-13,S003_P0003,338,35
2023-01-13,S003_P0004,367,87
2023-01-13,S003_P0005,327,166
2023-01-13,S003_P0006,291,44
2023-01-13,S003_P0007,238,189
2023-01-13,S003_P0008,452,165
2023-01-13,S003_P0009,313,79
2023-01-13,S003_P0010,500,89
2023-01-13,S003_P0011,481,78
2023-01-13,S003_P0012,199,33
2023-01-13,S003_P0013,372,77
2023-01-13,S003_P0014,444,107
2023-01-13,S003_P0015,234,181
2023-01-13,S003_P0016,390,85
2023-01-13,S003_P0017,99,44
2023-01-13,S003_P0018,155,62
2023-01-13,S003_P0019,454,170
2023-01-13,S003_P0020,339,177
2023-01-13,S004_P0001,314,177
2023-01-13,S004_P0002,389,192
2023-01-13,S004_P0003,474,73
2023-01-13,S004_P0004,253,185
2023-01-13,S004_P0005,418,77
2023-01-13,S004_P0006,193,83
2023-01-13,S004_P0007,283,79
2023-01-13,S004_P0008,395,90
2023-01-13,S004_P0009,54,102
2023-01-13,S004_P0010,479,125
2023-01-13,S004_P0011,479,137
2023-01-13,S004_P0012,230,112
2023-01-13,S004_P0013,95,39
2023-01-13,S004_P0014,206,146
2023-01-13,S004_P0015,107,141
2023-01-13,S004_P0016,324,117
2023-01-13,S004_P0017,383,152
2023-01-13,S004_P0018,479,25
2023-01-13,S004_P0019,87,198
2023-01-13,S004_P0020,238,98
2023-01-13,S005_P0001,131,25
2023-01-13,S005_P0002,305,169
2023-01-13,S005_P0003,291,46
2023-01-13,S005_P0004,412,122
2023-01-13,S005_P0005,429,161
2023-01-13,S005_P0006,309,124
2023-01-13,S005_P0007,462,98
2023-01-13,S005_P0008,438,127
2023-01-13,S005_P0009,410,199
2023-01-13,S005_P0010,300,36
2023-01-13,S005_P0011,342,109
2023-01-13,S005_P0012,447,107
2023-01-13,S005_P0013,219,90
2023-01-13,S005_P0014,164,41
2023-01-13,S005_P0015,164,66
2023-01-13,S005_P0016,316,145
2023-01-13,S005_P0017,282,179
2023-01-13,S005_P0018,94,91
2023-01-13,S005_P0019,100,54
2023-01-13,S005_P0020,149,30
2023-01-14,S001_P0001,273,166
2023-01-14,S001_P0002,357,188
2023-01-14,S001_P0003,165,139
2023-01-14,S001_P0004,268,114
2023-01-14,S001_P0005,357,105
2023-01-14,S001_P0006,437,54
2023-01-14,S001_P0007,310,200
2023-01-14,S001_P0008,118,129
2023-01-14,S001_P0009,207,114
2023-01-14,S001_P0010,361,199
2023-01-14,S001_P0011,481,129
2023-01-14,S001_P0012,411,127
2023-01-14,S001_P0013,214,110
2023-01-14,S001_P0014,485,156
2023-01-14,S001_P0015,312,188
2023-01-14,S001_P0016,180,83
2023-01-14,S001_P0017,399,81
2023-01-14,S001_P0018,63,44
2023-01-14,S001_P0019,450,92
2023-01-14,S001_P0020,377,42
2023-01-14,S002_P0001,485,20
2023-01-14,S002_P0002,393,191
2023-01-14,S002_P0003,394,181
2023-01-14,S002_P0004,394,49
2023-01-14,S002_P0005,360,144
2023-01-14,S002_P0006,483,168
2023-01-14,S002_P0007,191,38
2023-01-14,S002_P0008,51,118
2023-01-14,S002_P0009,263,179
2023-01-14,S002_P0010,430,145
2023-01-14,S002_P0011,216,103
2023-01-14,S002_P0012,386,193
2023-01-14,S002_P0013,474,47
2023-01-14,S002_P0014,189,103
2023-01-14,S002_P0015,175,33
2023-01-14,S002_P0016,353,130
2023-01-14,S002_P0017,280,77
2023-01-14,S002_P0018,243,26
2023-01-14,S002_P0019,55,51
2023-01-14,S002_P0020,274,139
2023-01-14,S003_P0001,353,122
2023-01-14,S003_P0002,219,94
2023-01-14,S003_P0003,194,155
2023-01-14,S003_P0004,262,121
2023-01-14,S003_P0005,225,42
2023-01-14,S003_P0006,275,119
2023-01-14,S003_P0007,294,71
2023-01-14,S003_P0008,247,125
2023-01-14,S003_P0009,65,163
2023-01-14,S003_P0010,394,101
2023-01-14,S003_P0011,243,96
2023-01-14,S003_P0012,79,98
2023-01-14,S003_P0013,226,65
2023-01-14,S003_P0014,340,45
2023-01-14,S003_P0015,319,100
2023-01-14,S003_P0016,362,180
2023-01-14,S003_P0017,407,197
2023-01-14,S003_P0018,357,142
2023-01-14,S003_P0019,389,134
2023-01-14,S003_P0020,193,171
2023-01-14,S004_P0001,174,97
2023-01-14,S004_P0002,419,148
2023-01-14,S004_P0003,96,136
2023-01-14,S004_P0004,321,105
2023-01-14,S004_P0005,253,151
2023-01-14,S004_P0006,105,152
2023-01-14,S004_P0007,160,78
2023-01-14,S004_P0008,300,43
2023-01-14,S004_P0009,214,34
2023-01-14,S004_P0010,70,200
2023-01-14,S004_P0011,93,159
2023-01-14,S004_P0012,253,52
2023-01-14,S004_P0013,369,109
2023-01-14,S004_P0014,74,53
2023-01-14,S004_P0015,105,130
2023-01-14,S004_P0016,67,33
2023-01-14,S004_P0017,109,99
2023-01-14,S004_P0018,223,154
2023-01-14,S004_P0019,368,42
2023-01-14,S004_P0020,159,81
2023-01-14,S005_P0001,102,120
2023-01-14,S005_P0002,409,121
2023-01-14,S005_P0003,398,149
2023-01-14,S005_P0004,496,82
2023-01-14,S005_P0005,236,151
2023-01-14,S005_P0006,288,44
2023-01-14,S005_P0007,473,185
2023-01-14,S005_P0008,425,66
2023-01-14,S005_P0009,117,69
2023-01-14,S005_P0010,285,59
2023-01-14,S005_P0011,381,182
2023-01-14,S005_P0012,99,56
2023-01-14,S005_P0013,366,43
2023-01-14,S005_P0014,197,169
2023-01-14,S005_P0015,247,26
2023-01-14,S005_P0016,298,144
2023-01-14,S005_P0017,208,114
2023-01-14,S005_P0018,64,156
2023-01-14,S005_P0019,434,123
2023-01-14,S005_P0020,354,59
2023-01-15,S001_P0001,392,65
2023-01-15,S001_P0002,59,147
2023-01-15,S001_P0003,322,130
2023-01-15,S001_P0004,314,100
2023-01-15,S001_P0005,463,25
2023-01-15,S001_P0006,60,35
2023-01-15,S001_P0007,421,84
2023-01-15,S001_P0008,66,131
2023-01-15,S001_P0009,315,171
2023-01-15,S001_P0010,234,173
2023-01-15,S001_P0011,239,180
2023-01-15,S001_P0012,231,191
2023-01-15,S001_P0013,391,59
2023-01-15,S001_P0014,492,124
2023-01-15,S001_P0015,351,54
2023-01-15,S001_P0016,389,67
2023-01-15,S001_P0017,217,161
2023-01-15,S001_P0018,215,146
2023-01-15,S001_P0019,104,164
2023-01-15,S001_P0020,398,61
2023-01-15,S002_P0001,279,55
2023-01-15,S002_P0002,379,63
2023-01-15,S002_P0003,465,139
2023-01-15,S002_P0004,136,129
2023-01-15,S002_P0005,493,167
2023-01-15,S002_P0006,319,179
2023-01-15,S002_P0007,383,86
2023-01-15,S002_P0008,115,140
2023-01-15,S002_P0009,97,155
2023-01-15,S002_P0010,215,142
2023-01-15,S002_P0011,383,82
2023-01-15,S002_P0012,126,39
2023-01-15,S002_P0013,314,145
2023-01-15,S002_P0014,58,89
2023-01-15,S002_P0015,347,50
2023-01-15,S002_P0016,247,188
2023-01-15,S002_P0017,319,118
2023-01-15,S002_P0018,198,192
2023-01-15,S002_P0019,328,125
2023-01-15,S002_P0020,478,98
2023-01-15,S003_P0001,162,41
2023-01-15,S003_P0002,347,175
2023-01-15,S003_P0003,415,59
2023-01-15,S003_P0004,301,150
2023-01-15,S003_P0005,103,134
2023-01-15,S003_P0006,359,40
2023-01-15,S003_P0007,169,128
2023-01-15,S003_P0008,373,190
2023-01-15,S003_P0009,451,200
2023-01-15,S003_P0010,125,195
2023-01-15,S003_P0011,335,189
2023-01-15,S003_P0012,287,174
2023-01-15,S003_P0013,156,160
2023-01-15,S003_P0014,343,61
2023-01-15,S003_P0015,443,126
2023-01-15,S003_P0016,130,188
2023-01-15,S003_P0017,262,139
2023-01-15,S003_P0018,475,139
2023-01-15,S003_P0019,91,105
2023-01-15,S003_P0020,402,118
2023-01-15,S004_P0001,208,112
2023-01-15,S004_P0002,422,182
2023-01-15,S004_P0003,335,196
2023-01-15,S004_P0004,92,161
2023-01-15,S004_P0005,291,78
2023-01-15,S004_P0006,376,62
2023-01-15,S004_P0007,272,129
2023-01-15,S004_P0008,495,113
2023-01-15,S004_P0009,321,186
